Info 0    [09:39:59.498] Starting TS Server
Info 3356 [15:13:42.091] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 30 structureChanged: false structureIsReused:: Completely Elapsed: 5.68889999948442ms
Info 3357 [15:13:42.091] Different program with same set of files
Info 3358 [15:13:42.104] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3359 [15:13:42.112] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 31 structureChanged: false structureIsReused:: Completely Elapsed: 7.5788000002503395ms
Info 3360 [15:13:42.112] Different program with same set of files
Info 3361 [15:13:42.125] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3362 [15:13:42.130] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 32 structureChanged: false structureIsReused:: Completely Elapsed: 5.100600000470877ms
Info 3363 [15:13:42.130] Different program with same set of files
Info 3364 [15:13:42.144] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3365 [15:13:42.153] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 33 structureChanged: false structureIsReused:: Completely Elapsed: 8.739499999210238ms
Info 3366 [15:13:42.153] Different program with same set of files
Info 3367 [15:13:42.166] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3368 [15:13:42.171] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 34 structureChanged: false structureIsReused:: Completely Elapsed: 4.565700000151992ms
Info 3369 [15:13:42.171] Different program with same set of files
Info 3370 [15:13:42.183] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3371 [15:13:42.194] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 35 structureChanged: false structureIsReused:: Completely Elapsed: 10.585900001227856ms
Info 3372 [15:13:42.194] Different program with same set of files
Info 3373 [15:13:42.224] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3374 [15:13:42.238] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 36 structureChanged: false structureIsReused:: Completely Elapsed: 13.605799999088049ms
Info 3375 [15:13:42.238] Different program with same set of files
Info 3376 [15:13:42.276] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3377 [15:13:42.283] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 37 structureChanged: false structureIsReused:: Completely Elapsed: 6.40679999999702ms
Info 3378 [15:13:42.283] Different program with same set of files
Info 3379 [15:13:42.297] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3380 [15:13:42.302] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 38 structureChanged: false structureIsReused:: Completely Elapsed: 4.986600000411272ms
Info 3381 [15:13:42.302] Different program with same set of files
Info 3382 [15:13:42.315] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3383 [15:13:42.319] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 39 structureChanged: false structureIsReused:: Completely Elapsed: 4.6090999990701675ms
Info 3384 [15:13:42.319] Different program with same set of files
Info 3385 [15:13:42.340] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3386 [15:13:42.347] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 40 structureChanged: false structureIsReused:: Completely Elapsed: 7.52280000038445ms
Info 3387 [15:13:42.347] Different program with same set of files
Info 3388 [15:13:42.361] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3389 [15:13:42.365] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 41 structureChanged: false structureIsReused:: Completely Elapsed: 4.39049999974668ms
Info 3390 [15:13:42.365] Different program with same set of files
Info 3391 [15:13:42.382] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3392 [15:13:42.387] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 42 structureChanged: false structureIsReused:: Completely Elapsed: 4.2739000003784895ms
Info 3393 [15:13:42.387] Different program with same set of files
Info 3394 [15:13:42.402] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3395 [15:13:42.407] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 43 structureChanged: false structureIsReused:: Completely Elapsed: 4.662999998778105ms
Info 3396 [15:13:42.407] Different program with same set of files
Info 3397 [15:13:42.421] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3398 [15:13:42.425] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 44 structureChanged: false structureIsReused:: Completely Elapsed: 3.1948000006377697ms
Info 3399 [15:13:42.425] Different program with same set of files
Info 3400 [15:13:42.425] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3401 [15:13:42.428] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 45 structureChanged: false structureIsReused:: Completely Elapsed: 2.8640000000596046ms
Info 3402 [15:13:42.428] Different program with same set of files
Info 3403 [15:13:51.989] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3404 [15:13:52.044] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 46 structureChanged: true structureIsReused:: SafeModules Elapsed: 54.883799999952316ms
Info 3405 [15:13:52.044] Different program with same set of files
Info 3406 [15:14:00.812] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3407 [15:14:00.819] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 47 structureChanged: false structureIsReused:: Completely Elapsed: 6.636099999770522ms
Info 3408 [15:14:00.819] Different program with same set of files
Info 3409 [15:14:01.042] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3410 [15:14:01.050] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 48 structureChanged: false structureIsReused:: Completely Elapsed: 8.356799999251962ms
Info 3411 [15:14:01.050] Different program with same set of files
Info 3412 [15:14:02.311] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3413 [15:14:02.321] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 49 structureChanged: false structureIsReused:: Completely Elapsed: 9.75650000013411ms
Info 3414 [15:14:02.321] Different program with same set of files
Info 3415 [15:14:06.848] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3416 [15:14:06.852] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 50 structureChanged: false structureIsReused:: Completely Elapsed: 4.701700000092387ms
Info 3417 [15:14:06.853] Different program with same set of files
Info 3418 [15:14:07.211] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3419 [15:14:07.217] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 51 structureChanged: false structureIsReused:: Completely Elapsed: 6.278000000864267ms
Info 3420 [15:14:07.217] Different program with same set of files
Info 3421 [15:14:08.066] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3422 [15:14:08.076] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 52 structureChanged: false structureIsReused:: Completely Elapsed: 9.753200000151992ms
Info 3423 [15:14:08.076] Different program with same set of files
Info 3424 [15:14:08.286] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3425 [15:14:08.291] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 53 structureChanged: false structureIsReused:: Completely Elapsed: 5.370100000873208ms
Info 3426 [15:14:08.292] Different program with same set of files
Info 3427 [15:14:08.498] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3428 [15:14:08.504] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 54 structureChanged: false structureIsReused:: Completely Elapsed: 5.8297000005841255ms
Info 3429 [15:14:08.504] Different program with same set of files
Info 3430 [15:14:09.130] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3431 [15:14:09.134] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 55 structureChanged: false structureIsReused:: Completely Elapsed: 4.062900001183152ms
Info 3432 [15:14:09.135] Different program with same set of files
Info 3433 [15:14:10.127] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3434 [15:14:10.133] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 56 structureChanged: false structureIsReused:: Completely Elapsed: 5.591099999845028ms
Info 3435 [15:14:10.133] Different program with same set of files
Info 3436 [15:14:10.559] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3437 [15:14:10.571] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 57 structureChanged: false structureIsReused:: Completely Elapsed: 11.435699999332428ms
Info 3438 [15:14:10.571] Different program with same set of files
Info 3439 [15:14:10.973] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3440 [15:14:10.979] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 58 structureChanged: false structureIsReused:: Completely Elapsed: 5.761299999430776ms
Info 3441 [15:14:10.979] Different program with same set of files
Info 3442 [15:14:11.851] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3443 [15:14:11.854] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 59 structureChanged: false structureIsReused:: Completely Elapsed: 3.36600000038743ms
Info 3444 [15:14:11.854] Different program with same set of files
Info 3445 [15:14:38.220] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3446 [15:14:38.228] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 60 structureChanged: false structureIsReused:: Completely Elapsed: 7.829899998381734ms
Info 3447 [15:14:38.228] Different program with same set of files
Info 3448 [15:14:50.612] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3449 [15:14:50.623] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 61 structureChanged: false structureIsReused:: Completely Elapsed: 11.527200000360608ms
Info 3450 [15:14:50.623] Different program with same set of files
Info 3451 [15:15:02.133] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3452 [15:15:02.146] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 62 structureChanged: false structureIsReused:: Completely Elapsed: 12.654699999839067ms
Info 3453 [15:15:02.146] Different program with same set of files
Info 3454 [15:15:03.349] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3455 [15:15:03.357] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 63 structureChanged: false structureIsReused:: Completely Elapsed: 7.683900000527501ms
Info 3456 [15:15:03.357] Different program with same set of files
Info 3457 [15:15:03.357] getCompletionData: Get current token: 0.007200000807642937
Info 3458 [15:15:03.357] getCompletionData: Is inside comment: 0.002199999988079071
Info 3459 [15:15:03.357] getCompletionData: Get previous token: 0.024299999698996544
Info 3460 [15:15:03.357] getCompletionsAtPosition: isCompletionListBlocker: 0.1520999986678362
Info 3461 [15:15:03.361] getExportInfoMap: cache hit
Info 3462 [15:15:03.367] collectAutoImports: resolved 4 module specifiers, plus 0 ambient and 0 from cache
Info 3463 [15:15:03.367] collectAutoImports: response is complete
Info 3464 [15:15:03.367] collectAutoImports: 5.783900000154972
Info 3465 [15:15:03.367] getCompletionData: Semantic work: 9.906400000676513
Info 3466 [15:15:03.375] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.001700000837445
Info 3467 [15:15:06.824] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3468 [15:15:06.828] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 64 structureChanged: false structureIsReused:: Completely Elapsed: 4.646099999547005ms
Info 3469 [15:15:06.828] Different program with same set of files
Info 3470 [15:15:08.460] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3471 [15:15:08.465] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 65 structureChanged: false structureIsReused:: Completely Elapsed: 4.844100000336766ms
Info 3472 [15:15:08.465] Different program with same set of files
Info 3473 [15:15:08.465] getCompletionData: Get current token: 0.005799999460577965
Info 3474 [15:15:08.465] getCompletionData: Is inside comment: 0.0018000006675720215
Info 3475 [15:15:08.465] getCompletionData: Get previous token: 0.02329999953508377
Info 3476 [15:15:08.465] getCompletionsAtPosition: isCompletionListBlocker: 0.04659999907016754
Info 3477 [15:15:08.467] getExportInfoMap: cache hit
Info 3478 [15:15:08.528] collectAutoImports: resolved 57 module specifiers, plus 0 ambient and 382 from cache
Info 3479 [15:15:08.528] collectAutoImports: response is complete
Info 3480 [15:15:08.528] collectAutoImports: 60.78060000017285
Info 3481 [15:15:08.528] getCompletionData: Semantic work: 63.01979999989271
Info 3482 [15:15:08.540] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.419400000944734
Info 3483 [15:15:08.714] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3484 [15:15:08.720] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 66 structureChanged: false structureIsReused:: Completely Elapsed: 5.440799999982119ms
Info 3485 [15:15:08.720] Different program with same set of files
Info 3486 [15:15:08.814] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3487 [15:15:08.823] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 67 structureChanged: false structureIsReused:: Completely Elapsed: 8.85190000012517ms
Info 3488 [15:15:08.823] Different program with same set of files
Info 3489 [15:15:10.726] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3490 [15:15:10.731] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 68 structureChanged: false structureIsReused:: Completely Elapsed: 5.5413000006228685ms
Info 3491 [15:15:10.731] Different program with same set of files
Info 3492 [15:15:12.997] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3493 [15:15:13.003] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 69 structureChanged: false structureIsReused:: Completely Elapsed: 5.7574000004678965ms
Info 3494 [15:15:13.003] Different program with same set of files
Info 3495 [15:15:13.069] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3496 [15:15:13.076] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 70 structureChanged: false structureIsReused:: Completely Elapsed: 6.123599998652935ms
Info 3497 [15:15:13.076] Different program with same set of files
Info 3498 [15:15:13.171] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3499 [15:15:13.177] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 71 structureChanged: false structureIsReused:: Completely Elapsed: 6.315799999982119ms
Info 3500 [15:15:13.177] Different program with same set of files
Info 3501 [15:15:13.273] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3502 [15:15:13.283] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 72 structureChanged: false structureIsReused:: Completely Elapsed: 9.801600001752377ms
Info 3503 [15:15:13.283] Different program with same set of files
Info 3504 [15:15:13.475] getCompletionData: Get current token: 0.025299999862909317
Info 3505 [15:15:13.475] getCompletionData: Is inside comment: 0.006700001657009125
Info 3506 [15:15:13.475] getCompletionData: Get previous token: 0.06850000098347664
Info 3507 [15:15:13.475] getCompletionsAtPosition: isCompletionListBlocker: 0.01080000028014183
Info 3508 [15:15:13.475] Returning an empty list because completion was requested in an invalid position.
Info 3509 [15:15:13.488] getCompletionData: Get current token: 0.006199998781085014
Info 3510 [15:15:13.488] getCompletionData: Is inside comment: 0.0018000006675720215
Info 3511 [15:15:13.488] getCompletionData: Get previous token: 0.022700000554323196
Info 3512 [15:15:13.488] getCompletionsAtPosition: isCompletionListBlocker: 0.0040000006556510925
Info 3513 [15:15:13.488] Returning an empty list because completion was requested in an invalid position.
Info 3514 [15:15:13.490] getCompletionData: Get current token: 0.0059999991208314896
Info 3515 [15:15:13.490] getCompletionData: Is inside comment: 0.0016000010073184967
Info 3516 [15:15:13.490] getCompletionData: Get previous token: 0.021299999207258224
Info 3517 [15:15:13.490] getCompletionsAtPosition: isCompletionListBlocker: 0.00260000117123127
Info 3518 [15:15:13.490] Returning an empty list because completion was requested in an invalid position.
Info 3519 [15:15:13.491] getCompletionData: Get current token: 0.005699999630451202
Info 3520 [15:15:13.491] getCompletionData: Is inside comment: 0.0015000011771917343
Info 3521 [15:15:13.491] getCompletionData: Get previous token: 0.021799998357892036
Info 3522 [15:15:13.491] getCompletionsAtPosition: isCompletionListBlocker: 0.0023000016808509827
Info 3523 [15:15:13.491] Returning an empty list because completion was requested in an invalid position.
Info 3524 [15:15:13.492] getCompletionData: Get current token: 0.005900001153349876
Info 3525 [15:15:13.492] getCompletionData: Is inside comment: 0.0015999991446733475
Info 3526 [15:15:13.492] getCompletionData: Get previous token: 0.021399999037384987
Info 3527 [15:15:13.492] getCompletionsAtPosition: isCompletionListBlocker: 0.002399999648332596
Info 3528 [15:15:13.492] Returning an empty list because completion was requested in an invalid position.
Info 3529 [15:15:14.490] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3530 [15:15:14.498] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 73 structureChanged: false structureIsReused:: Completely Elapsed: 8.003100000321865ms
Info 3531 [15:15:14.498] Different program with same set of files
Info 3532 [15:15:14.745] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3533 [15:15:14.750] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 74 structureChanged: false structureIsReused:: Completely Elapsed: 5.405000001192093ms
Info 3534 [15:15:14.750] Different program with same set of files
Info 3535 [15:15:15.195] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3536 [15:15:15.199] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 75 structureChanged: false structureIsReused:: Completely Elapsed: 4.480500001460314ms
Info 3537 [15:15:15.199] Different program with same set of files
Info 3538 [15:15:18.105] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3539 [15:15:18.111] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 76 structureChanged: false structureIsReused:: Completely Elapsed: 5.816199999302626ms
Info 3540 [15:15:18.111] Different program with same set of files
Info 3541 [15:15:18.111] getCompletionData: Get current token: 0.01029999926686287
Info 3542 [15:15:18.111] getCompletionData: Is inside comment: 0.018199998885393143
Info 3543 [15:15:18.111] getCompletionData: Get previous token: 0.0328999999910593
Info 3544 [15:15:18.111] getCompletionsAtPosition: isCompletionListBlocker: 0.005199998617172241
Info 3545 [15:15:18.112] getCompletionData: Semantic work: 1.0864000003784895
Info 3546 [15:15:18.114] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.6736999992281199
Info 3547 [15:15:18.158] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3548 [15:15:18.163] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 77 structureChanged: false structureIsReused:: Completely Elapsed: 5.7501999996602535ms
Info 3549 [15:15:18.164] Different program with same set of files
Info 3550 [15:15:18.470] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3551 [15:15:18.476] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 78 structureChanged: false structureIsReused:: Completely Elapsed: 6.392300000414252ms
Info 3552 [15:15:18.476] Different program with same set of files
Info 3553 [15:15:18.578] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3554 [15:15:18.586] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 79 structureChanged: false structureIsReused:: Completely Elapsed: 7.838500000536442ms
Info 3555 [15:15:18.586] Different program with same set of files
Info 3556 [15:15:18.689] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3557 [15:15:18.696] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 80 structureChanged: false structureIsReused:: Completely Elapsed: 6.991200000047684ms
Info 3558 [15:15:18.696] Different program with same set of files
Info 3559 [15:15:18.759] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3560 [15:15:18.764] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 81 structureChanged: false structureIsReused:: Completely Elapsed: 4.587099999189377ms
Info 3561 [15:15:18.764] Different program with same set of files
Info 3562 [15:15:18.874] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3563 [15:15:18.879] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 82 structureChanged: false structureIsReused:: Completely Elapsed: 4.85329999960959ms
Info 3564 [15:15:18.879] Different program with same set of files
Info 3565 [15:15:19.078] getCompletionData: Get current token: 0.039400000125169754
Info 3566 [15:15:19.078] getCompletionData: Is inside comment: 0.009399998933076859
Info 3567 [15:15:19.078] getCompletionData: Get previous token: 0.14439999870955944
Info 3568 [15:15:19.078] getCompletionsAtPosition: isCompletionListBlocker: 0.022299999371170998
Info 3569 [15:15:19.084] getExportInfoMap: cache hit
Info 3570 [15:15:19.090] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 13 from cache
Info 3571 [15:15:19.090] collectAutoImports: response is complete
Info 3572 [15:15:19.090] collectAutoImports: 6.143300000578165
Info 3573 [15:15:19.090] getCompletionData: Semantic work: 11.544300001114607
Info 3574 [15:15:19.101] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.107599999755621
Info 3575 [15:15:19.700] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3576 [15:15:19.705] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 83 structureChanged: false structureIsReused:: Completely Elapsed: 4.1251999996602535ms
Info 3577 [15:15:19.705] Different program with same set of files
Info 3578 [15:15:19.740] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3579 [15:15:19.746] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 84 structureChanged: false structureIsReused:: Completely Elapsed: 6.354399999603629ms
Info 3580 [15:15:19.747] Different program with same set of files
Info 3581 [15:15:20.395] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3582 [15:15:20.401] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 85 structureChanged: false structureIsReused:: Completely Elapsed: 5.383899999782443ms
Info 3583 [15:15:20.401] Different program with same set of files
Info 3584 [15:15:24.944] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3585 [15:15:24.948] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 86 structureChanged: false structureIsReused:: Completely Elapsed: 3.9341000001877546ms
Info 3586 [15:15:24.948] Different program with same set of files
Info 3587 [15:15:25.592] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 3588 [15:15:25.596] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 87 structureChanged: false structureIsReused:: Completely Elapsed: 3.853499999269843ms
Info 3589 [15:15:25.596] Different program with same set of files
Info 3590 [15:15:36.224] Search path: /home/lazywithclass/workspace/digitazon-bootcamp-project-2/client/src
Info 3591 [15:15:36.224] For info: /home/lazywithclass/workspace/digitazon-bootcamp-project-2/client/src/App.js :: No config files found.
Info 3592 [15:15:36.227] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 3593 [15:15:36.311] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 1 structureChanged: true structureIsReused:: Not Elapsed: 83.55189999938011ms
Info 3594 [15:15:36.311] Project '/dev/null/inferredProject4*' (Inferred)
Info 3595 [15:15:36.311] 	Files (203)

Info 3596 [15:15:36.311] -----------------------------------------------
Info 3597 [15:15:36.315] AutoImportProviderProject: found 5 root files in 5 dependencies in 3.066200001165271 ms
Info 3598 [15:15:36.316] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject4*
Info 3599 [15:15:36.340] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject4* Version: 1 structureChanged: true structureIsReused:: Not Elapsed: 23.85899999924004ms
Info 3600 [15:15:36.340] Project '/dev/null/autoImportProviderProject4*' (AutoImportProvider)
Info 3601 [15:15:36.340] 	Files (130)

Info 3602 [15:15:36.340] -----------------------------------------------
Info 3603 [15:15:36.341] `remove Project::
Info 3604 [15:15:36.341] Project '/dev/null/inferredProject1*' (Inferred)
Info 3605 [15:15:36.341] 	Files (202)

Info 3606 [15:15:36.341] -----------------------------------------------
Info 3607 [15:15:36.341] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 3608 [15:15:36.341] 	Files (130)

Info 3609 [15:15:36.341] -----------------------------------------------
Info 3610 [15:15:39.558] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 3611 [15:15:39.563] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 2 structureChanged: false structureIsReused:: Completely Elapsed: 4.454199999570847ms
Info 3612 [15:15:39.563] Different program with same set of files
Info 3613 [15:15:40.046] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 3614 [15:15:40.050] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 3 structureChanged: false structureIsReused:: Completely Elapsed: 4.546900000423193ms
Info 3615 [15:15:40.050] Different program with same set of files
Info 3616 [15:15:40.120] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 3617 [15:15:40.125] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 4 structureChanged: false structureIsReused:: Completely Elapsed: 4.685300000011921ms
Info 3618 [15:15:40.125] Different program with same set of files
Info 3619 [15:15:40.648] Starting updateGraphWorker: Project: /dev/null/inferredProject4*
Info 3620 [15:15:40.653] Finishing updateGraphWorker: Project: /dev/null/inferredProject4* Version: 5 structureChanged: false structureIsReused:: Completely Elapsed: 4.675200000405312ms
Info 3621 [15:15:40.653] Different program with same set of files
Info 3622 [15:15:40.653] getCompletionData: Get current token: 0.007799999788403511
Info 3623 [15:15:40.653] getCompletionData: Is inside comment: 0.001700000837445259
Info 3624 [15:15:40.653] getCompletionData: Get previous token: 0.029600000008940697
Info 3625 [15:15:40.654] getCompletionsAtPosition: isCompletionListBlocker: 0.006200000643730164
Info 3626 [15:15:40.658] getExportInfoMap: cache miss or empty; calculating new results
Info 3627 [15:15:40.705] forEachExternalModuleToImportFrom autoImportProvider: 18.309699999168515
Info 3628 [15:15:40.705] getExportInfoMap: done in 47.54910000041127 ms
Info 3629 [15:15:40.710] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3630 [15:15:40.710] collectAutoImports: response is complete
Info 3631 [15:15:40.710] collectAutoImports: 4.7867999989539385
Info 3632 [15:15:40.710] getCompletionData: Semantic work: 56.103900000452995
Info 3633 [15:15:40.731] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.984100000932813
Info 3634 [15:15:40.733] getCompletionData: Get current token: 0.009999999776482582
Info 3635 [15:15:40.733] getCompletionData: Is inside comment: 0.002199999988079071
Info 3636 [15:15:40.733] getCompletionData: Get previous token: 0.03349999897181988
Info 3637 [15:15:40.733] getCompletionsAtPosition: isCompletionListBlocker: 0.011400001123547554
Info 3638 [15:15:40.737] getExportInfoMap: cache hit
Info 3639 [15:15:40.740] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3640 [15:15:40.740] collectAutoImports: response is complete
Info 3641 [15:15:40.740] collectAutoImports: 2.3463000003248453
Info 3642 [15:15:40.740] getCompletionData: Semantic work: 6.110399998724461
Info 3643 [15:15:40.751] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.190799999982119
Info 3644 [15:15:40.753] getCompletionData: Get current token: 0.008799999952316284
Info 3645 [15:15:40.753] getCompletionData: Is inside comment: 0.002199999988079071
Info 3646 [15:15:40.753] getCompletionData: Get previous token: 0.030900001525878906
Info 3647 [15:15:40.753] getCompletionsAtPosition: isCompletionListBlocker: 0.007100000977516174
Info 3648 [15:15:40.760] getExportInfoMap: cache hit
Info 3649 [15:15:40.763] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3650 [15:15:40.763] collectAutoImports: response is complete
Info 3651 [15:15:40.763] collectAutoImports: 2.3962999992072582
Info 3652 [15:15:40.763] getCompletionData: Semantic work: 9.949400000274181
Info 3653 [15:15:40.771] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.310100000351667
